,Steering,Throttle,Brake,Gear,Objects
66,0.0425496,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18821.4,', '11212.3,', '3.36868)', 'Rotation', '(-0.0319824,', '0.00815525,', '96.9074)'], ['Id:', '449', 'Location:', '(18887.7,', '10666.3,', '283.29)', 'Rotation', '(-0.0331093,', '-14.9918,', '96.916)'], ['Id:', '450', 'Location:', '(18523.8,', '12135.7,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18523.8,', '12135.7,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
67,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18814.3,', '11261.4,', '3.37314)', 'Rotation', '(-0.0317078,', '0.00300528,', '97.3702)'], ['Id:', '449', 'Location:', '(18885,', '10715.9,', '283.344)', 'Rotation', '(-0.0328255,', '-14.997,', '97.3787)'], ['Id:', '450', 'Location:', '(18533.5,', '12137.9,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18533.5,', '12137.9,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
68,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18807,', '11308.9,', '3.39047)', 'Rotation', '(-0.0302734,', '-0.0169389,', '97.82)'], ['Id:', '449', 'Location:', '(18881.9,', '10764.1,', '283.553)', 'Rotation', '(-0.0313444,', '-15.0169,', '97.8281)'], ['Id:', '450', 'Location:', '(18543.3,', '12140.1,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18543.3,', '12140.1,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
69,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18799.7,', '11353.6,', '3.41255)', 'Rotation', '(-0.0275879,', '-0.042354,', '98.2463)'], ['Id:', '449', 'Location:', '(18878.7,', '10809.5,', '283.819)', 'Rotation', '(-0.0285669,', '-15.0423,', '98.2537)'], ['Id:', '450', 'Location:', '(18553,', '12142.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18553,', '12142.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
70,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18792.7,', '11395,', '3.43013)', 'Rotation', '(-0.0242004,', '-0.0625987,', '98.6449)'], ['Id:', '449', 'Location:', '(18875.4,', '10851.6,', '284.031)', 'Rotation', '(-0.0250613,', '-15.0626,', '98.6514)'], ['Id:', '450', 'Location:', '(18562.8,', '12144.6,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18562.8,', '12144.6,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
71,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18786,', '11433,', '3.44209)', 'Rotation', '(-0.0203857,', '-0.0763888,', '99.0133)'], ['Id:', '449', 'Location:', '(18872.2,', '10890.2,', '284.175)', 'Rotation', '(-0.0211122,', '-15.0764,', '99.0188)'], ['Id:', '450', 'Location:', '(18572.5,', '12146.8,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18572.5,', '12146.8,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
72,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18779.6,', '11467.5,', '3.44946)', 'Rotation', '(-0.016449,', '-0.0848719,', '99.3503)'], ['Id:', '449', 'Location:', '(18869,', '10925.2,', '284.264)', 'Rotation', '(-0.0170358,', '-15.0849,', '99.3547)'], ['Id:', '450', 'Location:', '(18582.3,', '12149,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18582.3,', '12149,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
73,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18773.7,', '11498.4,', '3.45348)', 'Rotation', '(-0.0126038,', '-0.0895028,', '99.6552)'], ['Id:', '449', 'Location:', '(18866,', '10956.6,', '284.312)', 'Rotation', '(-0.0130526,', '-15.0895,', '99.6586)'], ['Id:', '450', 'Location:', '(18592,', '12151.2,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18592,', '12151.2,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
74,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18768.4,', '11525.8,', '3.45517)', 'Rotation', '(-0.00903321,', '-0.0914289,', '99.9279)'], ['Id:', '449', 'Location:', '(18863.1,', '10984.5,', '284.332)', 'Rotation', '(-0.00935558,', '-15.0914,', '99.9303)'], ['Id:', '450', 'Location:', '(18601.8,', '12153.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18601.8,', '12153.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
75,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18763.5,', '11549.9,', '3.45528)', 'Rotation', '(-0.00579834,', '-0.0915518,', '100.169)'], ['Id:', '449', 'Location:', '(18860.6,', '11009,', '284.334)', 'Rotation', '(-0.00600597,', '-15.0916,', '100.17)'], ['Id:', '450', 'Location:', '(18611.6,', '12155.6,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18611.6,', '12155.6,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
76,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18759.2,', '11570.7,', '3.45441)', 'Rotation', '(-0.00296021,', '-0.0905478,', '100.378)'], ['Id:', '449', 'Location:', '(18858.3,', '11030.1,', '284.323)', 'Rotation', '(-0.00306575,', '-15.0905,', '100.379)'], ['Id:', '450', 'Location:', '(18621.3,', '12157.9,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18621.3,', '12157.9,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
77,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18755.6,', '11588.3,', '3.45289)', 'Rotation', '(-0.000518802,', '-0.0888061,', '100.556)'], ['Id:', '449', 'Location:', '(18856.2,', '11048,', '284.305)', 'Rotation', '(-0.000535861,', '-15.0888,', '100.556)'], ['Id:', '450', 'Location:', '(18631.1,', '12160.1,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18631.1,', '12160.1,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
78,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18752.5,', '11602.7,', '3.451)', 'Rotation', '(0.00154591,', '-0.0866409,', '100.704)'], ['Id:', '449', 'Location:', '(18854.6,', '11062.7,', '284.282)', 'Rotation', '(0.00160049,', '-15.0866,', '100.704)'], ['Id:', '450', 'Location:', '(18640.8,', '12162.3,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18640.8,', '12162.3,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
79,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18750,', '11614.3,', '3.44892)', 'Rotation', '(0.00323148,', '-0.0842367,', '100.822)'], ['Id:', '449', 'Location:', '(18853.2,', '11074.4,', '284.257)', 'Rotation', '(0.00334685,', '-15.0842,', '100.821)'], ['Id:', '450', 'Location:', '(18650.6,', '12164.5,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18650.6,', '12164.5,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
80,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18748.6,', '11620.5,', '3.47955)', 'Rotation', '(0.00920464,', '-0.11948,', '100.89)'], ['Id:', '449', 'Location:', '(18852.4,', '11081,', '284.626)', 'Rotation', '(0.00953547,', '-15.1195,', '100.887)'], ['Id:', '450', 'Location:', '(18660.3,', '12166.7,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18660.3,', '12166.7,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
81,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18748.6,', '11620.5,', '3.4844)', 'Rotation', '(0.00990091,', '-0.125095,', '100.89)'], ['Id:', '449', 'Location:', '(18852.4,', '11081,', '284.685)', 'Rotation', '(0.0102565,', '-15.1251,', '100.887)'], ['Id:', '450', 'Location:', '(18670.1,', '12168.9,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18670.1,', '12168.9,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
82,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18748.6,', '11620.6,', '3.44359)', 'Rotation', '(0.00598874,', '-0.0781237,', '100.89)'], ['Id:', '449', 'Location:', '(18852.4,', '11080.8,', '284.193)', 'Rotation', '(0.00620189,', '-15.0781,', '100.888)'], ['Id:', '450', 'Location:', '(18679.8,', '12171.1,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18679.8,', '12171.1,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
83,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18748.6,', '11620.6,', '3.41315)', 'Rotation', '(0.0034871,', '-0.0430848,', '100.89)'], ['Id:', '449', 'Location:', '(18852.5,', '11080.7,', '283.827)', 'Rotation', '(0.00361054,', '-15.0431,', '100.889)'], ['Id:', '450', 'Location:', '(18689.6,', '12173.3,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18689.6,', '12173.3,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
84,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18748.6,', '11620.6,', '3.39547)', 'Rotation', '(0.00202314,', '-0.0227035,', '100.89)'], ['Id:', '449', 'Location:', '(18852.5,', '11080.6,', '283.613)', 'Rotation', '(0.00209416,', '-15.0227,', '100.889)'], ['Id:', '450', 'Location:', '(18699.3,', '12175.6,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18699.3,', '12175.6,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
85,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18748.6,', '11620.6,', '3.38983)', 'Rotation', '(0.00138257,', '-0.0162354,', '100.89)'], ['Id:', '449', 'Location:', '(18852.5,', '11080.6,', '283.546)', 'Rotation', '(0.00143201,', '-15.0162,', '100.889)'], ['Id:', '450', 'Location:', '(18709.1,', '12177.8,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18709.1,', '12177.8,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
86,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18748.6,', '11620.6,', '3.38395)', 'Rotation', '(0.000815759,', '-0.00945981,', '100.89)'], ['Id:', '449', 'Location:', '(18852.5,', '11080.6,', '283.475)', 'Rotation', '(0.000844154,', '-15.0095,', '100.889)'], ['Id:', '450', 'Location:', '(18718.8,', '12180,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18718.8,', '12180,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
87,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18748.6,', '11620.6,', '3.38016)', 'Rotation', '(0.000473049,', '-0.00509532,', '100.89)'], ['Id:', '449', 'Location:', '(18852.5,', '11080.5,', '283.429)', 'Rotation', '(0.000489688,', '-15.0051,', '100.89)'], ['Id:', '450', 'Location:', '(18728.6,', '12182.2,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18728.6,', '12182.2,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
88,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18748.6,', '11620.6,', '3.37805)', 'Rotation', '(0.000274126,', '-0.00265694,', '100.89)'], ['Id:', '449', 'Location:', '(18852.5,', '11080.5,', '283.404)', 'Rotation', '(0.000282849,', '-15.0027,', '100.89)'], ['Id:', '450', 'Location:', '(18738.4,', '12184.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18738.4,', '12184.4,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
89,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18748.6,', '11620.6,', '3.37735)', 'Rotation', '(0.000185081,', '-0.00183049,', '100.89)'], ['Id:', '449', 'Location:', '(18852.5,', '11080.5,', '283.395)', 'Rotation', '(0.000190922,', '-15.0018,', '100.89)'], ['Id:', '450', 'Location:', '(18748.1,', '12186.6,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18748.1,', '12186.6,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
90,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18748.6,', '11620.6,', '3.37672)', 'Rotation', '(0.000110156,', '-0.00109966,', '100.89)'], ['Id:', '449', 'Location:', '(18852.5,', '11080.5,', '283.387)', 'Rotation', '(0.000114023,', '-15.0011,', '100.89)'], ['Id:', '450', 'Location:', '(18757.9,', '12188.8,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18757.9,', '12188.8,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
91,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18748.6,', '11620.6,', '3.37629)', 'Rotation', '(6.40187e-05,', '-0.000580566,', '100.89)'], ['Id:', '449', 'Location:', '(18852.5,', '11080.5,', '283.382)', 'Rotation', '(6.6292e-05,', '-15.0006,', '100.89)'], ['Id:', '450', 'Location:', '(18767.6,', '12191,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18767.6,', '12191,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
92,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18748.6,', '11620.6,', '3.37604)', 'Rotation', '(3.73476e-05,', '-0.000307359,', '100.89)'], ['Id:', '449', 'Location:', '(18852.5,', '11080.5,', '283.379)', 'Rotation', '(3.88913e-05,', '-15.0003,', '100.89)'], ['Id:', '450', 'Location:', '(18777.4,', '12193.3,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18777.4,', '12193.3,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
93,0.0425496,0.5,1,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18748.6,', '11620.6,', '3.37592)', 'Rotation', '(2.56525e-05,', '-0.000218566,', '100.89)'], ['Id:', '449', 'Location:', '(18852.5,', '11080.5,', '283.378)', 'Rotation', '(2.65168e-05,', '-15.0002,', '100.89)'], ['Id:', '450', 'Location:', '(18787.1,', '12195.5,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18787.1,', '12195.5,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
94,-0.0402354,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18748.6,', '11620.6,', '3.37525)', 'Rotation', '(0,', '0.000566906,', '100.89)'], ['Id:', '449', 'Location:', '(18852.5,', '11080.5,', '283.37)', 'Rotation', '(0,', '-14.9994,', '100.89)'], ['Id:', '450', 'Location:', '(18796.9,', '12197.7,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18796.9,', '12197.7,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
95,0.0242004,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18748.5,', '11621.4,', '3.36742)', 'Rotation', '(-0.000610351,', '0.00958959,', '100.887)'], ['Id:', '449', 'Location:', '(18852.3,', '11081.2,', '283.275)', 'Rotation', '(-0.000631954,', '-14.9904,', '100.887)'], ['Id:', '450', 'Location:', '(18806.6,', '12199.9,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18806.6,', '12199.9,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
96,0.0242972,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18747.9,', '11623.7,', '3.35455)', 'Rotation', '(-0.00149536,', '0.0243838,', '100.861)'], ['Id:', '449', 'Location:', '(18851.6,', '11083.4,', '283.12)', 'Rotation', '(-0.00154752,', '-14.9756,', '100.861)'], ['Id:', '450', 'Location:', '(18816.4,', '12202.1,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18816.4,', '12202.1,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
97,0.0243564,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18747.1,', '11627.4,', '3.34883)', 'Rotation', '(-0.0017395,', '0.0310022,', '100.844)'], ['Id:', '449', 'Location:', '(18850.7,', '11087.1,', '283.051)', 'Rotation', '(-0.00180111,', '-14.969,', '100.845)'], ['Id:', '450', 'Location:', '(18826.1,', '12204.3,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18826.1,', '12204.3,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
98,0.0246955,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18745.9,', '11633.1,', '3.33816)', 'Rotation', '(-0.00247192,', '0.0432897,', '100.861)'], ['Id:', '449', 'Location:', '(18849.6,', '11092.7,', '282.923)', 'Rotation', '(-0.00255923,', '-14.9567,', '100.861)'], ['Id:', '450', 'Location:', '(18835.9,', '12206.5,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18835.9,', '12206.5,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
99,0.0254661,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18744.3,', '11641,', '3.33119)', 'Rotation', '(-0.00323486,', '0.0513015,', '100.91)'], ['Id:', '449', 'Location:', '(18848.5,', '11100.7,', '282.839)', 'Rotation', '(-0.00334738,', '-14.9487,', '100.911)'], ['Id:', '450', 'Location:', '(18845.6,', '12208.7,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18845.6,', '12208.7,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
100,0.0263415,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18742.2,', '11651,', '3.32878)', 'Rotation', '(-0.0038147,', '0.0540473,', '100.974)'], ['Id:', '449', 'Location:', '(18847,', '11110.8,', '282.81)', 'Rotation', '(-0.00394735,', '-14.9459,', '100.975)'], ['Id:', '450', 'Location:', '(18855.4,', '12211,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18855.4,', '12211,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
101,0.0269451,0.5,0,1,"[['Id:', '334', 'Location:', '(-260,', '-200,', '382.001)', 'Rotation', '(0,', '0,', '0)'], ['Id:', '448', 'Location:', '(18739.8,', '11662.7,', '3.33094)', 'Rotation', '(-0.00408936,', '0.0515748,', '101.048)'], ['Id:', '449', 'Location:', '(18845.2,', '11122.6,', '282.836)', 'Rotation', '(-0.00423282,', '-14.9484,', '101.049)'], ['Id:', '450', 'Location:', '(18865.2,', '12213.2,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '451', 'Location:', '(18865.2,', '12213.2,', '95.15)', 'Rotation', '(0,', '0,', '12.7819)'], ['Id:', '452', 'Location:', '(18364.1,', '11791.9,', '0)', 'Rotation', '(0,', '0,', '-167.218)']]"
